Time,Day,Price( $ per kWh),PV (W),Temperature in LA in 2012 (Celsius),Office_Elizabeth,Office_Ellie,Office_Evelyn,Office_Eileen,Office_Bobbi,Office_Benjamin,Office_Bianca,Office_Benthe,Office_Brian,Office_Bryon
2012-01-03 17:00:00+00:00,Tuesday,0.0969,0,23.9,18.751875,34.61376667,303.5847583,,65.875,41.5,70.39275,225.75,78.093,268
2012-01-03 18:00:00+00:00,Tuesday,0.0969,0,25,18.644975,31.95848333,301.9472917,,59.6,40.5,70.64275,223.5,75.84425,269.65
2012-01-03 19:00:00+00:00,Tuesday,0.0969,0,26.1,17.24328333,32.19553333,294.6769833,,57.7,39.5,71.04625,225.75,77.43075,267.275
2012-01-03 20:00:00+00:00,Tuesday,0.0969,0,26.1,15.65884167,29.25578333,293.4325333,,71.3,40.5,70.9935,225.75,75.529,267.725
2012-01-03 21:00:00+00:00,Tuesday,0.08283,0,25,15.015575,30.4886,289.9611,,58.8,40.5,70.5525,228,76.3565,267.6
2012-01-03 22:00:00+00:00,Tuesday,0.08283,0,23.9,11.35419167,32.43261667,270.0496083,,57.325,45.5,73.02075,222.5,77.3075,267.725
2012-01-03 23:00:00+00:00,Tuesday,0.08283,0,21.1,3.857816667,14.93610833,199.114925,,60.55,58.75,73.4425,231,76.915,270.525
2012-01-04 00:00:00+00:00,Wednesday,0.08283,0,18.3,10.50623333,11.33248333,160.7328917,,69.475,68.25,84.05675,254.25,87.0145,277.875
2012-01-04 01:00:00+00:00,Wednesday,0.08283,0,17.2,8.115875,9.198733333,147.1092417,,72.325,74,91.72275,274.75,95.187,276.225
2012-01-04 02:00:00+00:00,Wednesday,0.08283,0,15.6,9.6263,9.056483333,143.7688417,,69.525,78.5,95.29925,294.25,100.4025,284.85
2012-01-04 03:00:00+00:00,Wednesday,0.08283,0,15,7.015725,7.9659,140.3629083,,71.55,75.75,94.38875,297,94.83025,293.325
2012-01-04 04:00:00+00:00,Wednesday,0.08283,0,13.3,4.396933333,7.871066667,140.0354333,,81.2,71.5,92.88625,296.5,97.725,297.425
2012-01-04 05:00:00+00:00,Wednesday,0.08283,0,13.3,3.430191667,7.82365,136.7605167,,80.05,71.25,94.73025,298,101.849,303.775
2012-01-04 06:00:00+00:00,Wednesday,0.08283,0,15,3.024491667,7.82365,133.5510917,,73.325,72.5,99.9155,295,103.9845,308.225
2012-01-04 07:00:00+00:00,Wednesday,0.08283,0,14.4,3.387266667,7.6814,130.2106833,,70.95,74,91.75575,297.25,103.9285,311.175
2012-01-04 08:00:00+00:00,Wednesday,0.0969,435.517,15,9.14475,7.6814,141.8038833,,76.7,71,89.6445,299.75,96.7205,308.225
2012-01-04 09:00:00+00:00,Wednesday,0.0969,1162.922,13.9,9.2745,7.871066667,159.5539167,,65.65,60,82.43875,271.75,90.716,303.475
2012-01-04 10:00:00+00:00,Wednesday,0.0969,447.904,13.9,10.40296667,26.932375,221.973825,,65.475,48.5,78.03425,257.75,82.89175,291.2
2012-01-04 11:00:00+00:00,Wednesday,0.0969,1774.854,16.1,15.13985,41.91586667,268.0191583,,58.225,46,75.8665,243.5,80.30275,289.625
2012-01-04 12:00:00+00:00,Wednesday,0.0969,1689.007,14.4,15.79224167,38.075175,285.572725,,55.3,46,71.583,240.75,79.549,290.075
2012-01-04 13:00:00+00:00,Wednesday,0.0969,1723.122,14.4,23.3608,37.45876667,301.0303167,,56.675,44.75,30.896,176.5,82.925,284.3
2012-01-04 14:00:00+00:00,Wednesday,0.0969,1726.461,15,23.58009167,35.8466,305.7461833,,72.475,44,16.79625,182.75,79.7905,288.8
2012-01-04 15:00:00+00:00,Wednesday,0.0969,50.317,18.9,25.78403333,32.38520833,297.3624083,,56.35,42.5,17.12825,183,77.77725,285.375
2012-01-04 16:00:00+00:00,Wednesday,0.0969,14.41,23.3,26.79465,32.24295,298.1483917,,45.125,44,16.82975,151.25,72.1235,284.725
2012-01-04 17:00:00+00:00,Wednesday,0.0969,0,25,26.91710833,34.80343333,313.5405167,,45.2,41.25,16.51425,148.25,73.7005,283.125
2012-01-04 18:00:00+00:00,Wednesday,0.0969,0,27.8,26.13766667,32.85935,314.3265,,44.175,41.75,16.738,147,76.9085,281.875
2012-01-04 19:00:00+00:00,Wednesday,0.0969,0,28.3,24.1594,31.4369,302.9952833,,45.725,41,17.42525,140.75,82.4345,280.55
2012-01-04 20:00:00+00:00,Wednesday,0.0969,0,28.9,17.93588333,30.82051667,289.1096167,,44,40.5,16.796,159.75,81.27225,274.775
2012-01-04 21:00:00+00:00,Wednesday,0.08283,0,28.9,16.83484167,31.01019167,295.2009667,,49.85,41,18.789,168.25,81.53075,279.225
2012-01-04 22:00:00+00:00,Wednesday,0.08283,0,25,11.838475,32.90678333,279.5468583,,57.675,44.75,19.26975,163.75,77.3855,278.675
2012-01-04 23:00:00+00:00,Wednesday,0.08283,0,23.3,4.046966667,15.125775,203.3068083,,60.525,54.75,75.6245,188,78.94,276.325
2012-01-05 00:00:00+00:00,Thursday,0.08283,0,20,3.517908333,11.56956667,172.9155917,,68.15,67.75,85.41025,251.75,85.47725,286.175
2012-01-05 01:00:00+00:00,Thursday,0.08283,0,17.8,3.521575,8.771983333,153.3315917,,76.3,75,91.8865,264,93.5465,286.45
2012-01-05 02:00:00+00:00,Thursday,0.08283,0,18.9,3.521575,9.1039,147.9607167,,80,79.75,92.72925,295.5,100.2795,293.5
2012-01-05 03:00:00+00:00,Thursday,0.08283,0,19.4,3.519741667,7.871066667,142.8518583,,69.625,79.5,91.53875,292.75,96.21425,297.6
2012-01-05 04:00:00+00:00,Thursday,0.08283,0,19.4,3.514266667,7.349483333,143.7033333,,72.35,76,92.3565,303.25,101.76275,305.275
2012-01-05 05:00:00+00:00,Thursday,0.08283,0,18.9,3.488675,7.3969,136.695025,,75.725,75.25,90.34525,292.75,101.0185,311.4
2012-01-05 06:00:00+00:00,Thursday,0.08283,0,17.2,3.490508333,7.302066667,136.6295333,,82.375,73.75,90.6695,295,102.59625,320.4
2012-01-05 07:00:00+00:00,Thursday,0.08283,0,17.8,3.486841667,6.97015,136.498525,,82.4,72.5,93.7975,292.75,106.87725,322.65
2012-01-05 08:00:00+00:00,Thursday,0.0969,14.421,17.2,10.95488333,7.064983333,134.7955667,,67.6,69,92.37925,292,98.04825,309.575
2012-01-05 09:00:00+00:00,Thursday,0.0969,197.014,17.2,9.38965,7.159816667,172.1951,,74.875,61.75,85.661,276.25,91.6925,308.85
2012-01-05 10:00:00+00:00,Thursday,0.0969,705.331,17.2,13.04644167,25.84178333,227.0172083,,68.4,51.75,79.726,244,82.50575,305.45
2012-01-05 11:00:00+00:00,Thursday,0.0969,409.575,16.1,13.44209167,41.10980833,320.417825,,60.025,48.75,76.159,236.25,80.69925,291.075
2012-01-05 12:00:00+00:00,Thursday,0.0969,572.407,15.6,12.34926667,39.26059167,304.894725,,58.65,49.75,74.359,232,84.88375,287.425
2012-01-05 13:00:00+00:00,Thursday,0.0969,669.004,15,13.99948333,40.06665,302.9952583,,59,47.5,31.11125,177,85.0585,276.825
2012-01-05 14:00:00+00:00,Thursday,0.0969,20.672,16.1,16.06729167,36.84235,298.7378667,,60,47.75,17.6805,171.75,80.3235,284.3
2012-01-05 15:00:00+00:00,Thursday,0.0969,77.048,20,18.57644167,32.66969167,309.8726083,,51.675,48.25,17.0715,180.25,76.576,279.175
2012-01-05 16:00:00+00:00,Thursday,0.0969,91.566,23.3,18.92456667,32.81195,309.7415833,,45.875,44.25,17.172,151.5,77.14375,276.275
2012-01-05 17:00:00+00:00,Thursday,0.0969,0,25.6,18.80213333,33.14385833,307.0561667,,43.7,43,17.12425,148.25,76.117,279.7
2012-01-05 18:00:00+00:00,Thursday,0.0969,0,26.7,18.33793333,30.63084167,303.51925,,44.55,41.75,16.971,140.5,76.20825,278.225
2012-01-05 19:00:00+00:00,Thursday,0.0969,0,27.8,18.211825,28.97128333,311.1170667,,45.375,42,16.8365,143,86.24425,274.9
2012-01-05 20:00:00+00:00,Thursday,0.0969,0,27.8,17.63894167,28.82903333,315.89845,,43.725,42.75,16.87175,159.75,81.39575,278.3
2012-01-05 21:00:00+00:00,Thursday,0.08283,0,25.6,15.30705833,29.39803333,298.2793833,,43.775,40.25,17.40275,160.5,77.35875,274
2012-01-05 22:00:00+00:00,Thursday,0.08283,0,23.3,11.80011667,33.42835833,271.3595667,,54.7,46.25,19.61725,168.75,78.3015,280.025
2012-01-05 23:00:00+00:00,Thursday,0.08283,0,21.7,4.786183333,15.45769167,195.9055083,,55.775,55.5,75.30725,186.25,76.18875,275.525
2012-01-06 00:00:00+00:00,Friday,0.08283,0,19.4,3.857825,11.14281667,166.23475,,67.75,61.75,92.024,254.75,82.5555,278.45
2012-01-06 01:00:00+00:00,Friday,0.08283,0,17.2,3.958333333,8.440066667,149.6636667,,70.675,68.75,91.033,273.75,91.21475,280.65
2012-01-06 02:00:00+00:00,Friday,0.08283,0,16.1,3.929091667,9.340983333,147.3712417,,72.3,75.25,94.0455,286.25,95.097,291.9
2012-01-06 03:00:00+00:00,Friday,0.08283,0,15,3.989408333,7.871066667,139.7079667,,81.875,72,94.77425,306.5,95.38725,308.75
2012-01-06 04:00:00+00:00,Friday,0.08283,0,16.1,4.11915,8.10815,138.0704917,,69.975,69,93.0235,299.5,102.91225,306.775
2012-01-06 05:00:00+00:00,Friday,0.08283,0,16.1,4.120966667,8.10815,206.778225,,76.75,69.25,92.22925,302,102.375,309.875
2012-01-06 06:00:00+00:00,Friday,0.08283,0,13.3,4.126466667,7.776233333,141.8038917,,82.6,71.25,92.99075,316,107.53675,310.625
2012-01-06 07:00:00+00:00,Friday,0.08283,0,12.2,4.078933333,7.633983333,135.31955,,71.025,70.75,93.263,327.25,106.08875,312.175
2012-01-06 08:00:00+00:00,Friday,0.0969,801.251,12.8,11.59814167,7.302066667,137.6775,,68.975,69.75,91.91025,293,104.135,317.925
2012-01-06 09:00:00+00:00,Friday,0.0969,1566.067,10.6,8.689708333,7.6814,177.6969667,,67.525,60.75,84.9395,283.25,96.54575,307.7
2012-01-06 10:00:00+00:00,Friday,0.0969,2066.635,10.6,13.09121667,29.35059167,237.4969333,,60.4,49.5,79.26475,274,91.09775,303.575
2012-01-06 11:00:00+00:00,Friday,0.0969,1244.918,10.6,15.16085,41.15720833,358.8653583,,58.8,48.5,75.2735,251.75,81.12875,292.95
2012-01-06 12:00:00+00:00,Friday,0.0969,1154.352,9.4,15.39295,40.20890833,318.3873667,,73.125,48.25,73.508,249.75,76.9625,289.1
2012-01-06 13:00:00+00:00,Friday,0.0969,1505.256,10,14.33665833,40.588225,299.065375,,72.025,42.75,29.6875,177.75,80.3595,285.3
2012-01-06 14:00:00+00:00,Friday,0.0969,753.267,10.6,16.24273333,37.17426667,302.7987667,,76.35,46.5,16.57075,183,78.55525,282.3
2012-01-06 15:00:00+00:00,Friday,0.0969,1229.191,15,17.58775833,35.2776,308.3661333,,83.475,45.5,16.091,173.5,74.90975,280.4
2012-01-06 16:00:00+00:00,Friday,0.0969,433.742,18.3,18.07479167,33.33351667,309.5450917,,46.125,42.25,15.73075,158.5,73.37825,287.15
2012-01-06 17:00:00+00:00,Friday,0.0969,0,21.1,18.23835,35.32501667,320.876325,,44.025,41.25,16.21675,143.5,71.998,276.3
2012-01-06 18:00:00+00:00,Friday,0.0969,0,21.7,18.22555833,34.09218333,315.3744583,,46.325,41.25,16.2145,142.25,72.8765,273.925
2012-01-06 19:00:00+00:00,Friday,0.0969,0,22.2,17.60603333,33.2387,309.0211167,,48.1,40.5,16.5845,144.75,81.32475,278.325
2012-01-06 20:00:00+00:00,Friday,0.0969,0,21.7,16.57808333,33.09645,295.8559333,,44.25,40,16.723,158,76.2845,282.4
2012-01-06 21:00:00+00:00,Friday,0.08283,0,20,15.52818333,34.18701667,286.8171667,,44.65,41.25,16.849,166,74.43825,279.475
2012-01-06 22:00:00+00:00,Friday,0.08283,0,19.4,12.29351667,34.80344167,276.9924417,,53.6,43.75,18.2795,170.25,72.48775,276.1
2012-01-06 23:00:00+00:00,Friday,0.08283,0,18.3,4.783458333,15.36285833,197.084475,,55.575,57,75.292,187.75,73.07225,275.75
2012-01-07 00:00:00+00:00,Saturday,0.08283,0,16.1,4.000366667,11.80665,167.7412083,,68.25,66.75,87.0075,250.25,80.29225,284.575
2012-01-07 01:00:00+00:00,Saturday,0.08283,0,14.4,3.960166667,9.24615,155.427525,,70.75,78.75,97.714,279.75,97.6625,295.2
2012-01-07 02:00:00+00:00,Saturday,0.08283,0,13.3,3.938233333,9.483233333,156.2135,,73.425,80,95.62725,292.5,92.338,306.175
2012-01-07 03:00:00+00:00,Saturday,0.08283,0,12.8,3.983925,8.345233333,148.4192,,79.725,82,95.49625,300.75,96.382,308.6
2012-01-07 04:00:00+00:00,Saturday,0.08283,0,12.2,3.954683333,8.5349,150.187675,,71.125,78.75,92.85675,303.75,97.0205,317.75
2012-01-07 05:00:00+00:00,Saturday,0.08283,0,11.7,3.951033333,8.440066667,234.6805083,,77.175,76,97.24175,311.75,100.522,317.35
2012-01-07 06:00:00+00:00,Saturday,0.08283,0,11.1,3.951958333,7.871066667,143.3758583,,76.95,76.5,93.34175,297.25,108.8615,323.8
2012-01-07 07:00:00+00:00,Saturday,0.08283,0,10.6,3.916308333,8.013316667,139.24945,,77.175,76.5,93.16175,299.5,110.0705,334.35
2012-01-07 08:00:00+00:00,Saturday,0.08283,35.294,10.6,11.61825,7.633983333,152.5456,,69.975,80,91.474,291.25,104.27725,317.575
2012-01-07 09:00:00+00:00,Saturday,0.08283,294.268,10,8.462191667,7.728816667,155.3620167,,64.975,61,84.528,270.25,96.831,313.15
2012-01-07 10:00:00+00:00,Saturday,0.08283,419.771,10.6,8.559958333,7.82365,146.5197583,,55,49.25,76.955,252.25,84.08025,300.7
2012-01-07 11:00:00+00:00,Saturday,0.08283,718.146,10.6,8.346141667,11.19019167,163.2873167,,55.65,47.5,75.41625,243.75,72.36275,304.3
2012-01-07 12:00:00+00:00,Saturday,0.08283,324.313,11,7.983391667,40.49338333,167.0207333,,56.375,45,72.452,243,73.0085,294.9
2012-01-07 13:00:00+00:00,Saturday,0.08283,309.362,11,15.67528333,40.588225,183.4608083,,60.425,44.25,31.038,178.5,74.21275,291.725
2012-01-07 14:00:00+00:00,Saturday,0.08283,24.251,11,12.23413333,36.1311,178.4174333,,58.5,44.25,15.912,175.25,75.8705,285.625
2012-01-07 15:00:00+00:00,Saturday,0.08283,3.756,11.1,12.92219167,34.7086,173.9635667,,48.1,42.5,16.099,176,72.0525,289.7
2012-01-07 16:00:00+00:00,Saturday,0.08283,0,12,13.16888333,33.09645,173.6360417,,44.3,42,16.04925,151.25,71.56225,277.75
2012-01-07 17:00:00+00:00,Saturday,0.08283,0,13,13.59834167,31.911025,173.701575,,44.5,39,16.28575,139.5,69.05225,281.3
2012-01-07 18:00:00+00:00,Saturday,0.08283,0,15,9.444458333,12.80236667,148.5501917,,44.625,39.75,16.26025,146.25,73.04375,279.725
2012-01-07 19:00:00+00:00,Saturday,0.08283,0,16.1,6.5872,9.578066667,147.0437333,,44.1,39.5,15.87,139.25,74.89175,285.5
2012-01-07 20:00:00+00:00,Saturday,0.08283,0,16.1,7.7787,9.625483333,144.292825,,44.4,39,17.246,143,73.56125,282.875
2012-01-07 21:00:00+00:00,Saturday,0.08283,0,15.6,8.295891667,9.578066667,143.44135,,43.35,41.5,15.79875,138.25,73.8205,281.925
2012-01-07 22:00:00+00:00,Saturday,0.08283,0,15,4.335708333,8.8194,141.5418917,,43.55,39,16.65475,140.75,68.634,276.575
2012-01-07 23:00:00+00:00,Saturday,0.08283,0,14.4,3.914475,8.914233333,143.1793583,,44.55,38,16.10525,134.5,70.628,277.35
2012-01-08 00:00:00+00:00,Sunday,0.08283,0,12.8,3.9163,9.151316667,141.1488917,,52.525,45.25,73.68875,143.5,72.22975,283.85
2012-01-08 01:00:00+00:00,Sunday,0.08283,0,12.2,3.914466667,9.198733333,142.8518667,,59.475,46,71.61875,187,74.53025,282.225
2012-01-08 02:00:00+00:00,Sunday,0.08283,0,11.7,3.943725,9.1039,136.5640333,,57.6,46,72.99975,237,73.167,284.1
2012-01-08 03:00:00+00:00,Sunday,0.08283,0,11.1,3.92545,7.918483333,140.428425,,57.025,45,75.34925,243.5,76.319,282.725
2012-01-08 04:00:00+00:00,Sunday,0.08283,0,10.6,3.943733333,7.776233333,137.2190083,,57.8,46,75.19825,232.5,76.40625,295.5
2012-01-08 05:00:00+00:00,Sunday,0.08283,0,10.6,3.9163,7.871066667,239.6583667,,51.125,45.25,71.667,240.75,76.92125,286
2012-01-08 06:00:00+00:00,Sunday,0.08283,0,10,3.937308333,7.9659,147.0437583,,47.65,45.75,33.53975,242.5,81.75725,286.2
2012-01-08 07:00:00+00:00,Sunday,0.08283,0,9,3.910833333,7.6814,143.63785,,55.05,45.75,18.99975,267.75,80.06925,295.325
2012-01-08 08:00:00+00:00,Sunday,0.08283,425.681,9,3.9163,7.776233333,171.6056,,62.275,46.5,18.86025,245.25,78.368,288.725
2012-01-08 09:00:00+00:00,Sunday,0.08283,324.507,9,3.888883333,7.633983333,151.170125,,57.9,39.5,16.2865,231.5,74.77975,280.225
2012-01-08 10:00:00+00:00,Sunday,0.08283,543.646,8.3,3.850516667,7.82365,163.4183083,,50.725,41.25,16.23275,201.75,74.85025,283.625
2012-01-08 11:00:00+00:00,Sunday,0.08283,157.153,7.8,3.495975,7.6814,162.82885,,44.75,40.5,16.243,147.25,74.211,288.25
2012-01-08 12:00:00+00:00,Sunday,0.08283,297.858,7.2,2.993416667,7.776233333,141.3454083,,43.05,38.75,15.85525,150,77.01225,284.325
2012-01-08 13:00:00+00:00,Sunday,0.08283,13.836,6.7,2.911183333,8.060733333,140.690425,,44.725,41,16.3195,148.25,72.12325,280.375
2012-01-08 14:00:00+00:00,Sunday,0.08283,191.353,7.2,10.58665,7.6814,142.3278833,,45.05,41,16.43975,142.75,68.98825,280.575
2012-01-08 15:00:00+00:00,Sunday,0.08283,3.659,11.1,10.40938333,7.871066667,140.1664417,,47.575,39.75,16.97775,143.25,71.56875,280.85
2012-01-08 16:00:00+00:00,Sunday,0.08283,24.503,15.6,10.89459167,7.82365,146.5197667,,44.875,39.5,16.2955,144,71.0795,278.675
2012-01-08 17:00:00+00:00,Sunday,0.08283,0,18.3,9.777983333,7.776233333,139.5769583,,48.975,39.75,16.478,140.25,75.421,274.7
